sales,quantity,discount,category,subcategory,ship_mode,segment,country,city,state,region,target,order_month,order_year
3.2,2,0.0,1,2,3,0,0,329,30,1,1,12,2020
1099.96,4,0.0,2,13,3,0,0,299,47,0,1,7,2018
5.248,2,0.2,1,2,3,2,0,78,36,1,1,3,2020
35.91,3,0.4,2,13,3,2,0,78,36,1,0,3,2020
6.696,1,0.2,0,9,3,2,0,78,36,1,1,3,2020
43.872,2,0.2,0,9,3,2,0,78,36,1,1,3,2020
27.882,3,0.7,1,3,2,2,0,74,31,2,0,12,2019
540.048,3,0.2,1,14,2,2,0,74,31,2,0,12,2019
255.68,8,0.2,2,0,2,2,0,74,31,2,1,12,2019
863.88,3,0.2,2,13,3,0,0,216,8,2,1,10,2020
17.616,4,0.7,1,3,3,1,0,179,31,2,0,10,2019
17.472,3,0.2,1,3,2,0,0,262,30,1,1,7,2020
69.9,2,0.0,2,13,0,0,0,231,12,0,1,10,2019
41.85,5,0.0,0,9,0,0,0,231,12,0,1,10,2019
6.57,3,0.0,1,2,3,0,0,438,3,3,1,9,2020
142.86,1,0.0,1,14,3,1,0,266,3,3,1,12,2017
292.272,6,0.2,0,5,3,1,0,266,3,3,1,12,2017
29.328,3,0.2,0,9,3,1,0,267,4,3,1,9,2020
12.48,2,0.0,1,12,3,0,0,151,0,2,1,6,2020
102.336,4,0.2,1,14,3,1,0,80,11,0,0,4,2019
48.792,3,0.8,1,1,3,1,0,80,11,0,0,4,2019
44.848,8,0.8,1,3,3,1,0,80,11,0,0,4,2019
10.368,2,0.2,1,12,1,0,0,154,41,0,1,5,2019
388.43,5,0.3,0,5,1,0,0,154,41,0,0,5,2019
14.352,3,0.2,1,12,1,0,0,154,41,0,1,5,2019
63.992,1,0.2,2,0,1,0,0,154,41,0,0,5,2019
86.352,3,0.2,1,2,3,0,0,207,41,0,1,5,2019
32.97,3,0.0,2,0,0,1,0,271,9,2,1,9,2017
83.88,4,0.0,2,0,0,1,0,271,9,2,1,9,2017
278.4,3,0.0,2,13,0,0,0,70,13,0,1,9,2019
15.12,3,0.2,1,10,0,0,0,216,8,2,1,4,2020
17.43,1,0.7,1,3,0,0,0,216,8,2,0,4,2020
251.64,3,0.2,1,12,0,0,0,216,8,2,1,4,2020
2.772,7,0.8,1,3,3,0,0,25,41,0,0,12,2018
14.9,5,0.0,1,14,3,0,0,390,37,1,1,6,2019
15.48,3,0.0,1,2,3,2,0,329,30,1,1,7,2018
39.88,2,0.0,0,9,3,1,0,329,30,1,1,11,2019
12.192,4,0.2,1,3,3,1,0,329,30,1,1,11,2019
20.82,3,0.0,1,2,3,1,0,329,30,1,1,11,2019
13.216,4,0.2,1,3,0,2,0,438,3,3,1,11,2019
32.4,5,0.0,1,12,0,2,0,438,3,3,1,11,2019
32.94,3,0.0,1,15,3,0,0,437,3,3,1,8,2018
114.2,5,0.0,1,12,3,0,0,437,3,3,1,8,2018
3.08,1,0.0,1,10,3,0,0,437,3,3,1,8,2018
845.728,13,0.2,1,1,3,0,0,392,4,3,1,5,2018
13.904,2,0.2,1,3,3,1,0,147,3,3,1,12,2020
20.72,2,0.2,1,3,3,1,0,147,3,3,1,12,2020
114.95,5,0.0,2,13,2,1,0,427,21,0,1,12,2019
26.96,2,0.0,1,14,0,0,0,438,3,3,1,10,2018
572.76,6,0.0,0,9,2,0,0,464,44,2,1,12,2019
286.38,3,0.0,0,9,2,0,0,464,44,2,1,12,2019
61.96,2,0.0,0,4,2,2,0,16,44,2,1,9,2018
23.99,1,0.0,0,9,3,0,0,94,9,2,1,7,2020
287.97,3,0.0,2,13,3,0,0,94,9,2,1,7,2020
419.944,7,0.2,2,13,2,0,0,207,41,0,1,7,2019
46.76,7,0.0,1,12,0,0,0,364,3,3,1,6,2019
17.712,3,0.2,1,3,0,0,0,364,3,3,1,6,2019
21.78,2,0.0,1,1,0,0,0,364,3,3,1,6,2019
161.94,3,0.0,1,14,0,0,0,364,3,3,1,6,2019
161.568,2,0.2,0,5,0,0,0,364,3,3,0,6,2019
3.69,1,0.0,1,10,3,0,0,247,19,1,1,12,2019
122.12,4,0.0,1,10,3,0,0,247,19,1,1,12,2019
155.372,2,0.3,0,5,3,0,0,94,33,1,0,9,2019
38.88,6,0.0,1,12,3,1,0,266,3,3,1,12,2019
183.84,8,0.0,0,9,3,1,0,266,3,3,1,12,2019
579.3,5,0.0,1,15,3,1,0,266,3,3,1,12,2019
14.2,1,0.2,2,0,3,0,0,374,36,1,1,12,2020
575.92,2,0.2,2,13,3,1,0,119,8,2,1,7,2017
5.184,6,0.7,1,3,3,1,0,119,8,2,0,7,2017
5.229,3,0.7,1,3,3,0,0,83,33,1,0,2,2020
285.552,2,0.2,1,14,3,0,0,83,33,1,1,2,2020
72.8,5,0.0,1,1,3,0,0,318,15,2,1,3,2020
10.816,4,0.2,1,12,0,0,0,521,31,2,1,10,2020
46.26,3,0.0,1,14,3,1,0,247,19,1,1,9,2017
17.46,6,0.8,1,3,0,0,0,80,11,0,0,5,2017
51.072,6,0.2,0,9,3,2,0,374,36,1,1,6,2018
11.34,1,0.0,1,12,0,1,0,340,5,1,1,3,2019
87.92,4,0.0,1,2,2,2,0,438,3,3,1,10,2020
37.05,3,0.0,0,9,3,0,0,438,3,3,1,5,2019
2.97,1,0.4,2,13,3,2,0,265,33,1,0,6,2020
27.44,2,0.2,1,14,3,2,0,265,33,1,1,6,2020
1.08,3,0.8,1,3,3,0,0,109,41,0,0,2,2017
7.96,2,0.8,1,1,3,0,0,109,41,0,0,2,2017
140.736,8,0.2,1,3,3,2,0,266,3,3,1,5,2017
552.56,4,0.0,1,14,3,0,0,296,5,1,0,5,2019
25.11,3,0.0,0,9,3,0,0,266,3,3,1,4,2020
29.78,2,0.0,0,9,2,0,0,329,30,1,1,3,2020
677.58,3,0.0,2,13,2,0,0,329,30,1,1,3,2020
75.04,8,0.0,1,12,2,0,0,329,30,1,1,3,2020
695.7,2,0.5,2,11,0,1,0,216,31,2,0,1,2020
15.66,5,0.7,1,3,0,1,0,216,31,2,0,1,2020
28.854,6,0.7,1,3,0,1,0,216,31,2,0,1,2020
47.82,3,0.0,1,2,3,0,0,157,30,1,1,5,2018
13.05,5,0.0,1,10,3,0,0,157,30,1,1,5,2018
93.78,2,0.0,1,1,3,0,0,239,21,0,1,3,2017
47.18,7,0.0,1,12,3,0,0,239,21,0,1,3,2017
19.68,6,0.0,1,2,3,0,0,239,21,0,1,3,2017
53.4,10,0.0,1,3,3,0,0,239,21,0,1,3,2017
35.88,6,0.0,1,3,3,0,0,239,21,0,1,3,2017
258.279,3,0.3,0,5,2,0,0,145,11,0,0,10,2017
31.4,2,0.0,1,14,0,1,0,16,44,2,1,3,2019
183.96,5,0.2,2,13,3,1,0,438,3,3,1,5,2020
17.61,3,0.0,1,12,3,1,0,438,3,3,1,5,2020
300.904,1,0.2,0,16,3,1,0,438,3,3,1,5,2020
220.776,3,0.2,1,14,1,0,0,207,41,0,0,7,2017
281.424,11,0.2,1,14,1,0,0,207,41,0,0,7,2017
79.14,3,0.0,1,12,0,0,0,267,15,2,1,5,2019
1.988,1,0.6,0,9,0,0,0,154,41,0,0,4,2020
145.568,2,0.2,0,5,2,0,0,266,3,3,0,9,2017
123.256,7,0.2,1,2,3,1,0,374,36,1,1,10,2020
23.68,4,0.2,1,12,3,1,0,374,36,1,1,10,2020
309.576,4,0.4,2,13,3,1,0,374,36,1,0,10,2020
38.388,14,0.7,1,3,0,1,0,489,1,3,0,11,2020
95.994,2,0.7,2,11,0,1,0,489,1,3,0,11,2020
239.952,6,0.2,2,0,0,1,0,489,1,3,0,11,2020
201.584,2,0.2,2,13,0,1,0,489,1,3,1,11,2020
899.136,4,0.2,0,5,0,1,0,489,1,3,0,11,2020
145.9,5,0.0,0,9,0,2,0,376,3,3,1,7,2020
590.058,7,0.7,0,4,3,0,0,92,4,3,0,12,2018
14.04,3,0.2,1,2,3,0,0,92,4,3,1,12,2018
49.08,3,0.0,2,0,3,2,0,88,18,1,1,3,2020
29.6,2,0.0,1,10,2,0,0,497,3,3,1,4,2017
17.088,4,0.2,1,3,2,0,0,497,3,3,1,4,2017
912.75,5,0.0,0,16,3,0,0,391,42,3,1,9,2018
1089.75,3,0.0,1,1,2,0,0,381,42,3,1,8,2017
447.84,8,0.0,1,12,2,0,0,381,42,3,1,8,2017
16.4,5,0.0,1,2,2,0,0,381,42,3,1,8,2017
399.96,5,0.2,2,13,2,0,0,381,42,3,1,8,2017
158.9,5,0.0,1,14,2,0,0,381,42,3,1,8,2017
13.184,1,0.2,1,3,2,0,0,381,42,3,1,8,2017
83.952,3,0.6,0,9,3,2,0,24,11,0,0,9,2019
80.98,1,0.0,1,14,1,2,0,458,9,2,1,2,2019
348.84,9,0.0,1,12,1,2,0,458,9,2,1,2,2019
9.45,5,0.0,1,8,1,2,0,458,9,2,1,2,2019
18.84,3,0.0,0,9,1,2,0,458,9,2,1,2,2019
239.98,2,0.0,0,4,1,2,0,458,9,2,1,2,2019
167.96,2,0.0,1,7,1,2,0,458,9,2,1,2,2019
104.85,3,0.0,2,13,1,2,0,458,9,2,1,2,2019
484.83,3,0.0,2,13,1,2,0,458,9,2,1,2,2019
122.97,3,0.0,1,12,1,2,0,458,9,2,1,2,2019
154.44,3,0.0,1,14,1,2,0,458,9,2,1,2,2019
342.37,7,0.0,1,12,1,2,0,458,9,2,1,2,2019
9.552,3,0.2,1,2,0,1,0,60,31,2,1,7,2020
652.45,5,0.5,0,16,3,1,0,24,11,0,0,10,2020
66.645,3,0.5,0,16,3,1,0,24,11,0,0,10,2020
17.216,4,0.2,1,3,0,0,0,329,30,1,1,11,2019
11.56,2,0.0,1,12,0,0,0,329,30,1,1,11,2019
88.4,4,0.0,2,0,0,0,0,329,30,1,1,11,2019
6.48,1,0.0,1,12,0,0,0,329,30,1,1,11,2019
21.8,2,0.0,2,13,3,2,0,430,44,2,1,11,2019
251.79,3,0.0,1,7,3,2,0,430,44,2,1,11,2019
205.176,2,0.4,0,16,3,2,0,94,33,1,0,4,2019
419.4,5,0.2,1,12,3,2,0,94,33,1,1,4,2019
10.304,1,0.2,1,15,0,2,0,374,36,1,0,4,2017
154.764,3,0.4,0,16,0,2,0,374,36,1,0,4,2017
116.784,2,0.2,2,0,0,2,0,374,36,1,1,4,2017
75.48,2,0.0,1,2,3,0,0,329,30,1,1,9,2019
39.98,2,0.0,0,9,3,0,0,329,30,1,1,9,2019
393.165,3,0.5,0,16,3,0,0,375,1,3,0,9,2019
23.68,2,0.2,1,10,3,2,0,172,41,0,1,11,2020
408.006,2,0.1,0,5,3,1,0,329,30,1,1,7,2019
165.28,4,0.0,0,9,3,1,0,329,30,1,1,7,2019
334.768,7,0.2,1,3,3,0,0,329,30,1,1,6,2017
239.97,3,0.0,2,0,2,2,0,104,3,3,1,1,2020
37.74,3,0.0,0,9,2,2,0,104,3,3,1,1,2020
946.344,7,0.2,2,13,0,1,0,207,41,0,1,9,2018
151.2,3,0.2,2,0,0,1,0,207,41,0,1,9,2018
4.928,4,0.6,0,9,0,1,0,207,41,0,0,9,2018
86.272,4,0.2,1,12,3,1,0,293,1,3,1,9,2018
72.588,2,0.7,1,3,3,1,0,293,1,3,0,9,2018
60.672,2,0.2,1,1,3,1,0,293,1,3,1,9,2018
77.031,9,0.7,1,3,3,1,0,293,1,3,0,9,2018
119.904,6,0.2,1,14,3,1,0,293,1,3,0,9,2018
263.96,5,0.2,2,13,3,1,0,293,1,3,1,9,2018
363.648,4,0.2,1,14,3,1,0,293,1,3,0,9,2018
9.728,2,0.2,1,3,2,1,0,431,3,3,1,10,2018
14.75,5,0.0,1,7,2,1,0,431,3,3,1,10,2018
29.8,5,0.2,1,3,2,1,0,431,3,3,1,10,2018
427.42,14,0.0,1,10,2,1,0,431,3,3,1,10,2018
220.752,8,0.4,2,13,3,0,0,94,33,1,0,11,2020
152.76,6,0.0,1,3,2,0,0,151,0,2,1,12,2017
7.27,1,0.0,1,15,2,0,0,151,0,2,1,12,2017
1819.86,14,0.0,0,5,2,0,0,151,0,2,1,12,2017
33.9,5,0.0,1,12,3,0,0,452,45,3,1,12,2019
31.104,6,0.2,1,12,3,0,0,363,33,1,1,6,2020
5.248,2,0.2,1,2,3,0,0,363,33,1,1,6,2020
263.88,3,0.2,2,0,1,0,0,8,41,0,1,10,2018
2453.43,5,0.3,0,5,1,0,0,8,41,0,0,10,2018
29.7,5,0.0,1,3,2,0,0,390,37,1,1,4,2020
39.96,4,0.0,1,12,2,0,0,390,37,1,1,4,2020
36.672,2,0.2,1,3,2,0,0,438,3,3,1,12,2020
13.76,2,0.0,1,12,0,1,0,407,15,2,1,8,2020
139.424,4,0.2,1,14,3,1,0,24,4,3,1,10,2018
1979.928,9,0.2,2,13,3,0,0,80,11,0,1,5,2019
164.736,4,0.2,1,14,0,2,0,80,11,0,0,6,2020
470.302,7,0.3,0,5,0,2,0,80,11,0,0,6,2020
47.984,2,0.2,2,13,0,2,0,80,11,0,1,6,2020
2.502,3,0.7,1,3,0,1,0,374,36,1,0,4,2017
88.752,3,0.2,2,13,3,1,0,266,3,3,1,5,2018
2.025,1,0.7,1,3,0,0,0,375,1,3,0,7,2018
70.98,7,0.0,1,12,0,1,0,306,0,2,1,11,2019
91.68,3,0.0,1,3,0,1,0,306,0,2,1,11,2019
33.75,5,0.0,1,3,0,1,0,306,0,2,1,11,2019
3040.0,8,0.0,2,11,0,1,0,306,0,2,1,11,2019
91.2,3,0.0,1,3,3,2,0,94,9,2,1,6,2020
452.94,3,0.0,0,16,3,2,0,94,9,2,1,6,2020
52.2,9,0.0,1,3,3,1,0,325,19,1,1,8,2018
15.936,4,0.2,1,10,3,1,0,214,41,0,1,9,2019
27.46,2,0.0,0,9,1,0,0,296,5,1,1,5,2017
55.424,2,0.2,1,3,3,0,0,452,45,3,1,12,2018
244.006,2,0.3,0,16,3,0,0,499,28,1,0,3,2019
159.984,2,0.2,2,0,0,1,0,364,41,0,1,8,2019
1024.716,6,0.3,0,5,0,1,0,364,41,0,0,8,2019
3.68,2,0.0,1,8,0,1,0,329,30,1,1,12,2019
121.376,4,0.2,0,9,3,0,0,168,1,3,0,8,2017
95.976,3,0.2,2,0,3,0,0,168,1,3,0,8,2017
255.968,4,0.2,2,0,1,2,0,216,8,2,1,5,2018
872.94,3,0.0,0,5,3,1,0,123,20,0,1,12,2020
41.54,2,0.0,1,3,3,1,0,123,20,0,1,12,2020
12.96,2,0.0,1,12,3,1,0,123,20,0,1,12,2020
6.848,2,0.2,1,2,2,1,0,374,36,1,1,9,2018
8.67,3,0.0,1,10,3,1,0,266,3,3,1,7,2020
6.688,4,0.6,0,9,1,0,0,207,41,0,0,12,2018
17.28,6,0.0,1,2,3,2,0,332,30,1,1,11,2019
17.712,3,0.2,1,3,3,2,0,332,30,1,1,11,2019
28.91,7,0.0,1,10,3,2,0,329,30,1,1,3,2020
52.136,7,0.2,1,15,3,0,0,480,31,2,1,11,2019
31.968,4,0.2,2,13,0,0,0,517,3,3,1,11,2020
25.92,4,0.0,1,12,3,0,0,438,3,3,1,12,2019
40.46,7,0.0,1,12,3,0,0,438,3,3,1,12,2019
33.87,3,0.0,1,14,3,0,0,438,3,3,1,12,2019
9.728,2,0.2,1,2,2,0,0,215,40,2,1,8,2020
3.424,1,0.2,1,12,2,0,0,215,40,2,1,8,2020
177.0,3,0.0,2,0,3,1,0,452,45,3,1,10,2019
3.76,2,0.0,1,8,3,0,0,329,30,1,1,11,2017
1212.848,7,0.2,2,13,3,2,0,266,3,3,1,11,2018
89.97,3,0.0,2,0,3,2,0,266,3,3,1,11,2018
42.6,3,0.0,0,9,3,2,0,266,3,3,1,11,2018
5.04,2,0.2,1,10,3,0,0,374,36,1,1,11,2017
62.96,4,0.0,1,7,2,1,0,329,30,1,1,4,2020
5.88,1,0.0,1,12,3,1,0,329,30,1,1,11,2020
977.292,6,0.1,0,5,3,1,0,329,30,1,1,11,2020
9.64,2,0.0,0,9,3,1,0,498,45,3,1,10,2020
40.05,3,0.0,1,2,2,0,0,94,9,2,1,12,2017
10.192,7,0.2,1,2,3,0,0,100,41,0,1,9,2020
16.784,1,0.2,1,14,3,0,0,100,41,0,0,9,2020
13.12,5,0.2,1,2,3,0,0,100,41,0,1,9,2020
18.16,5,0.2,1,3,0,2,0,438,3,3,1,10,2019
16.056,3,0.2,1,12,3,0,0,25,41,0,1,11,2020
223.056,9,0.2,1,12,3,0,0,25,41,0,1,11,2020
540.048,3,0.2,1,14,3,0,0,25,41,0,0,11,2020
33.52,2,0.2,2,13,3,2,0,266,3,3,1,11,2019
9.94,2,0.0,0,9,3,2,0,266,3,3,1,11,2019
6.72,4,0.0,1,2,3,2,0,266,3,3,1,8,2018
1004.976,6,0.2,0,16,3,2,0,266,3,3,0,8,2018
17.88,3,0.2,1,3,3,0,0,329,30,1,1,12,2020
396.0,4,0.0,2,11,3,0,0,94,9,2,1,9,2019
34.5,3,0.0,1,3,1,2,0,348,25,0,1,12,2020
8.36,2,0.0,0,9,0,0,0,266,3,3,1,9,2020
385.6,8,0.0,1,2,3,1,0,383,3,3,1,6,2020
35.82,9,0.0,1,2,3,1,0,383,3,3,1,6,2020
200.064,3,0.2,1,14,3,0,0,109,41,0,1,8,2020
21.38,5,0.8,1,3,3,0,0,109,41,0,0,8,2020
6.744,4,0.8,1,3,3,0,0,109,41,0,0,8,2020
63.686,1,0.3,0,5,3,0,0,374,36,1,0,12,2020
1669.6,4,0.0,0,16,2,0,0,338,26,3,1,12,2020
83.84,2,0.2,1,3,2,0,0,452,45,3,1,2,2017
13.272,3,0.2,1,3,2,0,0,452,45,3,1,2,2017
21.336,7,0.2,1,3,2,1,0,438,3,3,1,2,2020
16.52,5,0.2,1,2,3,2,0,80,11,0,1,4,2020
206.112,6,0.2,0,9,3,0,0,489,1,3,1,12,2018
19.92,5,0.2,1,12,3,0,0,489,1,3,1,12,2018
198.272,8,0.2,1,12,3,0,0,489,1,3,1,12,2018
247.104,6,0.2,1,14,3,0,0,489,1,3,0,12,2018
86.304,6,0.2,1,2,3,0,0,489,1,3,1,12,2018
4.16,2,0.2,1,2,3,0,0,6,36,1,1,7,2019
11.648,2,0.2,0,9,3,0,0,6,36,1,1,7,2019
26.18,7,0.0,1,8,2,1,0,330,6,1,1,11,2018
7.3,2,0.0,1,12,2,1,0,330,6,1,1,11,2018
74.352,3,0.2,1,12,3,1,0,295,8,2,1,3,2018
10.744,1,0.2,1,14,3,0,0,476,1,3,1,8,2020
8.376,3,0.2,1,8,3,0,0,476,1,3,1,8,2020
212.88,6,0.0,1,14,3,1,0,329,30,1,0,12,2019
203.983,2,0.15,0,4,3,2,0,234,3,3,1,2,2020
40.74,3,0.0,1,14,3,1,0,50,28,1,1,10,2019
11.67,3,0.0,1,1,3,1,0,50,28,1,1,10,2019
39.99,1,0.0,2,13,2,0,0,146,19,1,1,9,2020
16.28,2,0.0,1,2,2,0,0,146,19,1,1,9,2020
782.94,3,0.0,0,4,2,0,0,146,19,1,1,9,2020
242.48,7,0.0,1,3,2,0,0,146,19,1,1,9,2020
8.32,5,0.2,0,9,2,0,0,94,33,1,1,3,2017
10.464,6,0.2,1,8,2,0,0,94,33,1,1,3,2017
82.896,3,0.2,1,3,3,2,0,141,3,3,1,2,2017
34.24,4,0.0,1,12,3,2,0,141,3,3,1,2,2017
1573.488,7,0.2,0,4,2,1,0,508,30,1,1,12,2017
335.52,4,0.2,1,12,3,1,0,434,41,0,1,11,2018
23.912,2,0.8,1,3,3,1,0,434,41,0,0,11,2018
27.056,2,0.2,1,14,3,1,0,434,41,0,1,11,2018
559.992,1,0.2,2,6,0,0,0,329,30,1,1,7,2017
9.324,6,0.8,1,1,2,2,0,207,41,0,0,11,2020
111.96,2,0.0,1,12,3,0,0,141,3,3,1,6,2019
21.56,7,0.0,1,10,0,2,0,15,47,0,1,5,2017
124.75,5,0.0,1,3,3,0,0,407,15,2,1,10,2020
5.28,3,0.0,1,2,3,1,0,36,45,3,1,2,2018
91.96,4,0.0,2,0,3,0,0,262,30,1,1,9,2020
9.344,1,0.2,1,7,3,0,0,374,36,1,1,5,2019
79.36,5,0.2,1,2,3,0,0,374,36,1,1,5,2019
171.96,2,0.0,0,16,2,0,0,452,45,3,1,3,2018
35.352,9,0.2,1,3,3,1,0,452,45,3,1,4,2019
18.9,6,0.0,1,10,3,2,0,438,3,3,1,4,2017
2.78,1,0.0,1,2,0,2,0,452,45,3,1,9,2020
1044.63,5,0.4,0,16,1,0,0,329,30,1,0,6,2020
11.352,3,0.2,1,12,1,0,0,374,36,1,1,11,2018
354.9,5,0.0,1,14,1,0,0,93,38,2,1,3,2017
453.576,3,0.2,2,13,3,2,0,452,45,3,1,3,2018
21.48,3,0.2,2,0,0,0,0,5,41,0,0,11,2018
8.784,4,0.8,1,3,0,0,0,5,41,0,0,11,2018
122.97,3,0.0,1,12,1,0,0,266,3,3,1,6,2020
12.84,3,0.0,1,2,3,1,0,21,9,2,1,11,2020
603.92,5,0.2,0,5,0,0,0,266,3,3,0,11,2017
21.84,3,0.0,1,7,0,0,0,266,3,3,1,11,2017
29.99,1,0.0,2,0,0,0,0,266,3,3,1,11,2017
381.44,2,0.2,0,5,0,0,0,266,3,3,1,11,2017
40.68,3,0.2,2,13,0,0,0,137,41,0,0,12,2017
763.28,5,0.3,0,5,0,0,0,137,41,0,0,12,2017
23.952,2,0.2,1,14,3,2,0,24,11,0,1,4,2019
4.98,1,0.0,1,12,3,2,0,151,0,2,1,5,2019
170.88,3,0.0,1,1,0,0,0,329,30,1,1,2,2019
307.98,2,0.0,2,13,0,0,0,329,30,1,1,8,2018
382.806,9,0.4,0,16,0,0,0,329,30,1,0,8,2018
41.96,2,0.0,1,14,0,0,0,329,30,1,1,8,2018
1217.568,2,0.2,1,3,0,0,0,329,30,1,1,8,2018
47.04,3,0.0,0,9,0,0,0,329,30,1,1,8,2018
6.16,2,0.0,0,9,0,0,0,329,30,1,1,8,2018
979.95,5,0.0,2,13,0,0,0,329,30,1,1,8,2018
143.7,3,0.0,1,12,0,0,0,329,30,1,1,8,2018
10.65,3,0.0,1,8,0,0,0,329,30,1,1,8,2018
247.8,4,0.0,2,0,0,0,0,329,30,1,1,8,2018
10.96,4,0.0,1,2,3,1,0,500,44,2,1,5,2019
33.488,7,0.2,1,2,3,1,0,174,41,0,1,4,2019
8.04,5,0.2,1,8,3,1,0,174,41,0,1,4,2019
201.568,4,0.2,2,13,2,0,0,347,45,3,1,6,2018
13.44,3,0.0,1,12,1,0,0,266,3,3,1,10,2017
359.058,3,0.3,0,4,0,2,0,371,11,0,0,3,2018
47.992,2,0.3,0,5,3,0,0,94,33,1,0,5,2020
547.3,13,0.0,0,9,0,1,0,329,30,1,1,10,2020
16.896,4,0.2,1,12,2,0,0,67,41,0,1,11,2020
6.672,1,0.2,1,15,2,0,0,67,41,0,1,11,2020
99.136,4,0.2,1,2,2,0,0,67,41,0,1,11,2020
15.992,2,0.6,0,9,2,0,0,67,41,0,0,11,2020
211.96,2,0.0,0,9,2,1,0,124,6,1,1,5,2019
6.672,3,0.2,1,2,3,0,0,458,40,2,1,12,2019
155.94,6,0.0,1,2,3,0,0,330,6,1,1,11,2020
39.96,5,0.2,2,13,2,0,0,266,3,3,1,4,2019
5.46,3,0.0,1,2,2,0,0,266,3,3,1,4,2019
73.2,5,0.0,1,2,2,0,0,266,3,3,1,4,2019
5.84,1,0.2,1,3,2,0,0,266,3,3,1,4,2019
22.72,4,0.0,1,12,2,0,0,266,3,3,1,4,2019
9.336,3,0.2,1,3,2,0,0,266,3,3,1,4,2019
290.666,2,0.15,0,4,3,1,0,266,3,3,1,5,2017
201.584,2,0.2,2,13,3,1,0,266,3,3,1,5,2017
83.984,2,0.2,2,13,3,1,0,266,3,3,1,5,2017
1000.02,7,0.0,1,14,3,1,0,342,3,3,1,12,2020
83.976,3,0.2,2,0,3,2,0,374,36,1,0,3,2019
3.75,1,0.0,1,10,3,2,0,129,21,0,1,8,2018
41.4,4,0.0,1,10,3,2,0,129,21,0,1,8,2018
29.79,3,0.0,1,2,3,2,0,129,21,0,1,8,2018
59.48,2,0.0,1,14,2,2,0,329,30,1,1,9,2019
6.69,1,0.0,1,12,2,2,0,329,30,1,1,9,2019
198.46,2,0.0,0,9,3,0,0,225,45,3,1,7,2020
786.48,8,0.0,1,10,3,0,0,225,45,3,1,7,2020
23.168,2,0.2,1,3,3,0,0,225,45,3,1,7,2020
50.0,2,0.0,2,0,3,0,0,225,45,3,1,7,2020
675.96,5,0.2,2,13,3,0,0,266,3,3,1,12,2018
1265.85,3,0.0,2,0,3,0,0,266,3,3,1,12,2018
523.25,5,0.0,1,1,3,2,0,329,30,1,1,11,2018
517.5,6,0.0,0,5,3,0,0,233,16,2,1,9,2018
17.92,5,0.2,0,9,2,0,0,86,33,1,1,6,2020
41.256,6,0.7,1,3,2,0,0,86,33,1,0,6,2020
1006.056,3,0.2,1,14,1,0,0,86,33,1,1,5,2019
10.688,2,0.2,1,12,1,0,0,86,33,1,1,5,2019
10.368,2,0.2,1,12,1,0,0,86,33,1,1,5,2019
25.12,2,0.2,1,14,1,0,0,86,33,1,1,5,2019
58.112,2,0.2,2,0,1,0,0,86,33,1,1,5,2019
15.552,3,0.2,1,12,3,0,0,483,35,3,1,11,2017
669.08,5,0.2,1,14,3,0,0,483,35,3,0,11,2017
438.336,4,0.2,2,13,3,0,0,483,35,3,0,11,2017
19.44,3,0.0,1,12,3,0,0,505,7,1,1,5,2019
9.64,2,0.0,1,3,3,0,0,505,7,1,1,5,2019
12.7,2,0.0,1,12,3,0,0,505,7,1,1,5,2019
41.37,3,0.0,0,9,3,0,0,505,7,1,1,5,2019
12.624,2,0.2,1,8,3,1,0,457,11,0,1,11,2017
1247.64,3,0.0,1,14,0,1,0,452,45,3,1,3,2018
3149.93,7,0.0,2,6,0,1,0,452,45,3,1,3,2018
209.7,2,0.0,1,12,0,1,0,452,45,3,1,3,2018
35.36,2,0.2,2,0,0,2,0,374,36,1,0,11,2018
3.168,2,0.2,1,8,0,2,0,374,36,1,0,11,2018
121.104,6,0.7,1,3,2,0,0,374,36,1,0,9,2018
45.894,1,0.4,2,13,2,0,0,374,36,1,0,9,2018
109.92,2,0.0,1,12,1,1,0,438,3,3,1,8,2017
13.36,2,0.0,1,12,1,1,0,438,3,3,1,8,2017
169.68,6,0.0,1,14,0,0,0,452,45,3,1,11,2020
132.52,4,0.0,2,0,0,0,0,452,45,3,1,11,2020
2.96,2,0.0,1,8,0,0,0,452,45,3,1,11,2020
8.448,2,0.2,1,3,0,0,0,452,45,3,1,11,2020
95.94,3,0.0,1,14,0,0,0,452,45,3,1,11,2020
34.79,7,0.0,0,9,0,0,0,299,47,0,1,5,2017
160.776,3,0.2,2,13,3,0,0,266,3,3,1,1,2020
88.752,3,0.2,1,3,3,0,0,452,45,3,1,10,2020
13.904,2,0.2,1,3,3,0,0,452,45,3,1,10,2020
677.58,5,0.4,2,13,3,1,0,374,36,1,0,4,2020
13.896,3,0.7,1,3,3,1,0,374,36,1,0,4,2020
41.92,5,0.2,1,14,2,0,0,109,41,0,1,11,2019
297.576,3,0.2,2,0,2,0,0,109,41,0,0,11,2019
4.344,3,0.2,1,8,2,0,0,109,41,0,1,11,2019
94.992,2,0.2,2,0,2,0,0,109,41,0,0,11,2019
74.352,3,0.2,1,12,2,0,0,109,41,0,1,11,2019
14.04,3,0.2,1,2,2,0,0,109,41,0,1,11,2019
1018.104,4,0.4,0,16,3,0,0,329,30,1,0,1,2018
16.68,3,0.2,2,13,3,0,0,207,41,0,1,10,2020
58.58,2,0.0,2,0,0,1,0,338,26,3,1,3,2019
167.968,4,0.2,2,13,3,0,0,379,41,0,1,7,2020
